Name (Institution or Individual),Startups,Startup Count,Investment Lists,LinkedIn Profile,Email,Notes,Contacts,Investor Type
NAP,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Aurelia Foundry,SysGit,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Wenqing Capital,TDEngine,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Iron Prairie,SysGit,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
founders of Clari,camfer,1,Design Intelligence (CAD),,,,,Institutional Investors
Footprint Coalition (Robert Downey Jr.'s Footprint Coalition),Alloy Enterprises,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Till Reuter,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Pascal Stuerchler,Manukai,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Patrick Pichette,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Taihecap Capital,Mech-Mind Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Graphite Ventures,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Charlie/Charles Songhurst,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Sam Smith-Eppsteiner,Machina Labs,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Airtree Explorers,Phasio,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
BOOOM,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Nate Mitchell,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Speedrun,EverCurrent,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Shimadzu Corporation,BaseTwo,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Tom Blomfield,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Trajectory Ventures,Machina Labs,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
N/A,Optrix,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
SummitSpark Partners,"""Nullspace, Inc""",1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Warrick Shanly,NavierAI,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
National Institute of Standards and Technology (NIST) SBIR,nVariate,1,Design Intelligence (CAD),,,,,Institutional Investors
10 BOND,NavierAI,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
CTA,MosaicMFG,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Osarodion Victory Igbinobaro,AeroAI,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Fiedler Capital,Trace.Space,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Lansdowne Partners Austria,Generative Engineering,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
David Shapiro,Machina Labs,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Israeli government,CustoMED,1,Design Intelligence (CAD),,,,,Institutional Investors
Aardman Animations,Kaedim,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
MassMutual Catalyst Fund,Alloy Enterprises,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Las Vegas (UNLV),AeroAI,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
AI Fund,LandingAI,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
Bridge Bank,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
George Kaiser Family Foundation,ConXtech,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Columbus Nova Technology Partners,ConXtech,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Icelandic Technology Development Fund (Rannís),Arkio,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Capital-A,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Griffin Johnson,AON3D,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Volery Capital Partners,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Anthony Scali,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Maxar.vc,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Kayode Akinola,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Europäischer Sozialfonds für Deutschland (ESF),Threedy,1,Design Intelligence (CAD),,,,,Institutional Investors
Julius Koehler,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Kuhu Mohapatra,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Stephen Hooper,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Avantika Gupta,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Hedosophia,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Adeline Arts & Science,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Vic Sanchez,OpenBOM,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Joachim Schreiner,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Balyasny Asset Management,Bright Machines,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Japan Energy Fund,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Energy Impact Partners,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
BRYCK,Bimspot,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Josh Richards,AON3D,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Schaeffler AG,up2parts GmbH,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Trousdale Ventures,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
TELUS Ventures,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Nemetschek Allplan Systems GmbH (Allplan),Sablono,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
David Beirne,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Exor Ventures,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Royal Academy of Engineering,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Hans Kobler,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Ashley Unitt,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Futury Capital,Threedy,1,Design Intelligence (CAD),,,,,Institutional Investors
Paycheck Protection Program,ConXtech,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Western Alliance Bank,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Sandvik SE,up2parts GmbH,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
O Luxe Holdings,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Martin Janicki,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Jabil,Bright Machines,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Dave Grannan,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Energy Innovation Capital,ConXtech,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Bachmaier Invest GmbH,Sablono,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Nicolaus Schefenacker,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Signia Venture Partners,Inertia Systems,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Excellis,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Ed Stacey,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
MCJ Collective,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
iRobot,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Swiss ICT Investor Club,Spherene,1,Design Intelligence (CAD),,,,,Individual
Alice Bentinck,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Alberto Emprin,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
J.P. Morgan Chase,Bright Machines,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Paul McNabb,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Walter Kortschak,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Blue Earth Capital,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
PERI,Mesh AG,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
MUUS,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Ankit Kedia,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Hexagon,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
British Patient Capital,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Markus Ehrle,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Celero Ventures,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,VC Fund
Anatoly Savin,OpenBOM,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Anicut Capital,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Thomas Bachmaier,Sablono,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
QVentures,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,VC Fund
East Innovate,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Simon Murdoch,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Haselsteiner Familien-Privatstiftung,Bimspot,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
BitStone Capital,Bimspot,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Joshua Posamentier,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Rochefort Asset Management,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Imperial College London,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Nabil Al-Khowaiter,ConXtech,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Yohei Kiguchi,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
GRIDS Capital,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Capricorn Investment Group,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Schneider Electric,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Hercules Capital,Bright Machines,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Altran,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
i5invest,Bimspot,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Geodesic Capital,Bright Machines,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Emanuel Citron,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Type One Ventures,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,PE Fund
Peak Pride (Peak Pride Management),Bimspot,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Daniel Carew,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
CRV,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Matt Clifford,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Nemetschek SE,Sablono,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Rory Scott Russell,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Micelio Fund,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Shell Ventures,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
John L. Thornton,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Tom Steyer,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Lead Angels,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Angel
Richard Crosfield,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Sika,Mesh AG,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Lakshmi Jois,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
J. Christopher Moran,CloudNC,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Bennett & Company,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
David Nothacker,SPREAD,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Benchmark Capital,Divergent,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Debdeep Sengupta,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Lindsay Luger,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Individual
Landis+Gyr,Sense,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Bundesministerium für Wirtschaft und Energie (BMWi),Threedy,1,Design Intelligence (CAD),,,,,Institutional Investors
East Alpha,ToffeeX,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
S28 Capital,Collimator,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Reference Capital,Bright Machines,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Institutional Investors
Java Capital,Oorja,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
David Lakatos,Shapr3D,1,Design Intelligence (CAD),,,,,Individual
USC Viterbi School of Engineering,Zoo,1,Design Intelligence (CAD),,,,,Institutional Investors
7BC Venture Capital,Kwant.ai,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Bill Roberts,Zea,1,Design Intelligence (CAD),,,,,Individual
Redalpine,Viso Suite,1,"""Augmented Operations (MOM, CMMS, AR/VR, SLM)""",,,,,Institutional Investors
GRA Venture Fund,Kwant.ai,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Newth Morris,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Graycell Ventures,Lambda Function,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,VC Fund
Bayern Kapital,SimScale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Matt Holleran,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Hannah Grey,AMESA (formerly Composabl),1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Todd McIntyre,Lumafield,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Cloud Apps Capital Partners,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Kranthi Vempati,Plevenn,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Bertrand Sicot,Leo AI,1,Design Intelligence (CAD),,,,,Individual
Rich Kleiman,Gravity Sketch,1,Design Intelligence (CAD),,,,,Individual
Forward Partners,Gravity Sketch,1,Design Intelligence (CAD),,,,,Institutional Investors
Shane Neman,Lumafield,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
SAP.iO,SpecRight,1,Streamlined Supply Chain (SCM),,,,,Institutional Investors
Kindred Capital,Gravity Sketch,1,Design Intelligence (CAD),,,,,Institutional Investors
Bob Spinner,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Adjacent,Shapr3D,1,Design Intelligence (CAD),,,,,Institutional Investors
Capital Innovators,AirWorks,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Serra Ventures,Kwant.ai,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Benjamin Nye,VibeIQ,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Brewer Lane Ventures,Kwant.ai,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Parkway Venture Capital,OnScale (aquired by ANSYS in 2022),1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Santo Politi,Lumafield,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Norwest Venture Partners,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Cindy Bolt,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
U.S. National Science Foundation,Lambda Function,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Individual
Precede Technologies,3D Foundry Labs,1,Design Intelligence (CAD),,,,,Individual
Sean Jacobsohn,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
Michael Lehman,OnScale (aquired by ANSYS in 2022),1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Michael Dolbec,AMESA (formerly Composabl),1,"""Factory Futures (MES, IIOT)""",,,,,Individual
ODF,Lambda Function,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,Institutional Investors
Haga Ventures,Sloyd,1,Design Intelligence (CAD),,,,,VC Fund
Skyfall Ventures,Sloyd,1,Design Intelligence (CAD),,,,,VC Fund
January Ventures,Guidewheel,1,"""Factory Futures (MES, IIOT)""",,,,,VC Fund
Shravan Narayen,Lumafield,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Columbia Lake Partners,Shapr3D,1,Design Intelligence (CAD),,,,,Institutional Investors
Scale Venture Partners,Dusty Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Kevin Durant,Gravity Sketch,1,Design Intelligence (CAD),,,,,Individual
Ironspring Ventures,Track3D,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
hiCenter Ventures,3D Foundry Labs,1,Design Intelligence (CAD),,,,,VC Fund
Victoria Holt,Lumafield,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Philip Taylor,Zea,1,Design Intelligence (CAD),,,,,Individual
Benchmark,Quilter,1,Design Intelligence (CAD),,,,,Institutional Investors
Roberto Bonanzinga,Shapr3D,1,Design Intelligence (CAD),,,,,Individual
Haresh Aswani,Teesas,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Individual
Wellington Management,Lumafield,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Creative Ventures,AirWorks,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Green D Ventures,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,VC Fund
Innospark Ventures,AirWorks,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Kelvin Beachum Jr.,Zoo,1,Design Intelligence (CAD),,,,,Individual
Mento VC,Leo AI,1,Design Intelligence (CAD),,,,,Individual
Yossi Matias,Leo AI,1,Design Intelligence (CAD),,,,,Individual
Christoph Janz,Shapr3D,1,Design Intelligence (CAD),,,,,Individual
NextGen Venture Partners,Dusty Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Decarbonization Partners (Temasek),Guidewheel,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Yaron Samid,Leo AI,1,Design Intelligence (CAD),,,,,Individual
InReach Ventures,Shapr3D,1,Design Intelligence (CAD),,,,,VC Fund
Ankona Capital Partners,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
Bilal Zuberi,Lumafield,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,Individual
Greycroft,Guidewheel,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
WPI Commercialization Fund,Flexxbotics,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Scott Harris,Flexxbotics,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Open Ocean,Cybus,1,"""Factory Futures (MES, IIOT)""",,,,,Individual
Thornton Tomasetti,OnScale (aquired by ANSYS in 2022),1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Individual
Vsquared,SimScale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
HomeTeam (Hometeam),AirWorks,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
GroundBreak Ventures,AirWorks,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Bullnet Capital,Visure Solutions,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Institutional Investors
G2 Venture Partners,Lumafield,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Fresh Fund,Sloyd,1,Design Intelligence (CAD),,,,,Institutional Investors
Marc Stevens,Zea,1,Design Intelligence (CAD),,,,,Individual
VMG Catalyst,SpecRight,1,Streamlined Supply Chain (SCM),,,,,Individual
TechAviv,Leo AI,1,Design Intelligence (CAD),,,,,Institutional Investors
EBRD Venture Capital,Shapr3D,1,Design Intelligence (CAD),,,,,VC Fund
Chris Farmer,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
New Venture Challenge,Lambda Function,1,"""Adaptive Manufacturing (AM, CAM, CNC)""",,,,,VC Fund
Hartmann Capital,Sloyd,1,Design Intelligence (CAD),,,,,Institutional Investors
Russell Buckley,Gravity Sketch,1,Design Intelligence (CAD),,,,,Individual
Zacua Ventures,Track3D,1,Bleeding Edge BIM (AEC/BIM),,,,,VC Fund
Stage 2 Capital,OnScale (aquired by ANSYS in 2022),1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
June Fund,SimScale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
MetaProp,AirWorks,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
TIFF Investment Management,Propel Software,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
French Angels,Falcomm,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Angel
Olivegreen Advisory Partners,Teesas,1,"""Knowledge Engineering (R&D, Learning)""",,,,,Institutional Investors
Szabolcs Koppány,Raiqon,1,"""Cognitive Thread (PLM, MBSE, DT)""",,,,,Individual
3W Investment,Flexcompute,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,Institutional Investors
Maverick Ventures Israel,3D Foundry Labs,1,Design Intelligence (CAD),,,,,VC Fund
Baseline Ventures,Dusty Robotics,1,"""SW+HW=Innovation (Robotics, Drones)""",,,,,VC Fund
Saunders,Litmus,1,"""Factory Futures (MES, IIOT)""",,,,,Institutional Investors
Owners of Holland Partner Group,PT Blink,1,Bleeding Edge BIM (AEC/BIM),,,,,Institutional Investors
Okapi Venture Capital,SpecRight,1,Streamlined Supply Chain (SCM),,,,,VC Fund
Markus Lang,Shapr3D,1,Design Intelligence (CAD),,,,,Individual
Venrex,Zoo,1,Design Intelligence (CAD),,,,,Institutional Investors
Paul Robson,Gravity Sketch,1,Design Intelligence (CAD),,,,,Individual
Vito Ventures,SimScale,1,"""Extreme Analysis (CAE, CFD, FEA, QC)""",,,,,VC Fund
Overwolf,Sloyd,1,Design Intelligence (CAD),,,,,Institutional Investors
